Date;MSFT
10/23/1992;5.54
10/26/1992;5.62
10/27/1992;5.5
10/28/1992;5.53
10/29/1992;5.62
10/30/1992;5.55
11/2/1992;5.6
11/3/1992;5.52
11/4/1992;5.53
11/5/1992;5.74
11/6/1992;5.8
11/9/1992;5.74
11/10/1992;5.8
11/11/1992;5.86
11/12/1992;5.84
11/13/1992;5.83
11/16/1992;5.8
11/17/1992;5.62
11/18/1992;5.75
11/19/1992;5.87
11/20/1992;5.94
11/23/1992;5.53
11/24/1992;5.72
11/25/1992;5.7
11/26/1992;5.7
11/27/1992;5.73
11/30/1992;5.82
12/1/1992;5.82
12/2/1992;5.67
12/3/1992;5.73
12/4/1992;5.73
12/7/1992;5.84
12/8/1992;5.78
12/9/1992;5.75
12/10/1992;5.56
12/11/1992;5.4
12/14/1992;5.45
12/15/1992;5.4
12/16/1992;5.44
12/17/1992;5.62
12/18/1992;5.62
12/21/1992;5.66
12/22/1992;5.48
12/23/1992;5.45
12/24/1992;5.45
12/25/1992;5.45
12/28/1992;5.47
12/29/1992;5.41
12/30/1992;5.37
12/31/1992;5.34
1/1/1993;5.34
1/4/1993;5.32
1/5/1993;5.41
1/6/1993;5.56
1/7/1993;5.45
1/8/1993;5.45
1/11/1993;5.57
1/12/1993;5.61
1/13/1993;5.7
1/14/1993;5.7
1/15/1993;5.61
1/18/1993;5.58
1/19/1993;5.52
1/20/1993;5.52
1/21/1993;5.59
1/22/1993;5.59
1/25/1993;5.53
1/26/1993;5.5
1/27/1993;5.39
1/28/1993;5.44
1/29/1993;5.41
2/1/1993;5.47
2/2/1993;5.56
2/3/1993;5.52
2/4/1993;5.31
2/5/1993;5.56
2/8/1993;5.36
2/9/1993;5.24
2/10/1993;5.34
2/11/1993;5.33
2/12/1993;5.23
2/15/1993;5.23
2/16/1993;5.01
2/17/1993;5.02
2/18/1993;5.1
2/19/1993;4.98
2/22/1993;4.8
2/23/1993;4.97
2/24/1993;5.24
2/25/1993;5.27
2/26/1993;5.21
3/1/1993;5.09
3/2/1993;5.29
3/3/1993;5.3
3/4/1993;5.23
3/5/1993;5.17
3/8/1993;5.23
3/9/1993;5.27
3/10/1993;5.31
3/11/1993;5.41
3/12/1993;5.56
3/15/1993;5.48
3/16/1993;5.48
3/17/1993;5.34
3/18/1993;5.33
3/19/1993;5.27
3/22/1993;5.21
3/23/1993;5.2
3/24/1993;5.39
3/25/1993;5.46
3/26/1993;5.41
3/29/1993;5.44
3/30/1993;5.69
3/31/1993;5.78
4/1/1993;5.81
4/2/1993;5.61
4/5/1993;5.72
4/6/1993;5.61
4/7/1993;5.64
4/8/1993;5.56
4/9/1993;5.56
4/12/1993;5.63
4/13/1993;5.55
4/14/1993;5.56
4/15/1993;5.45
4/16/1993;5.44
4/19/1993;5.44
4/20/1993;5.42
4/21/1993;5.3
4/22/1993;5.2
4/23/1993;5.09
4/26/1993;5.02
4/27/1993;5.16
4/28/1993;5.37
4/29/1993;5.34
4/30/1993;5.34
5/3/1993;5.38
5/4/1993;5.5
5/5/1993;5.58
5/6/1993;5.45
5/7/1993;5.44
5/10/1993;5.57
5/11/1993;5.48
5/12/1993;5.39
5/13/1993;5.36
5/14/1993;5.34
5/17/1993;5.41
5/18/1993;5.53
5/19/1993;5.78
5/20/1993;5.88
5/21/1993;5.78
5/24/1993;5.76
5/25/1993;5.7
5/26/1993;5.95
5/27/1993;5.88
5/28/1993;5.79
5/31/1993;5.79
6/1/1993;6.02
6/2/1993;5.98
6/3/1993;5.91
6/4/1993;5.87
6/7/1993;5.83
6/8/1993;5.77
6/9/1993;5.69
6/10/1993;5.7
6/11/1993;5.59
6/14/1993;5.77
6/15/1993;5.78
6/16/1993;5.7
6/17/1993;5.68
6/18/1993;5.47
6/21/1993;5.54
6/22/1993;5.5
6/23/1993;5.54
6/24/1993;5.53
6/25/1993;5.53
6/28/1993;5.64
6/29/1993;5.56
6/30/1993;5.5
7/1/1993;5.45
7/2/1993;5.45
7/5/1993;5.45
7/6/1993;5.37
7/7/1993;5.21
7/8/1993;5.3
7/9/1993;5.29
7/12/1993;5.23
7/13/1993;5.17
7/14/1993;5.27
7/15/1993;5.22
7/16/1993;5.07
7/19/1993;4.92
7/20/1993;5.03
7/21/1993;4.94
7/22/1993;4.85
7/23/1993;4.85
7/26/1993;4.89
7/27/1993;4.72
7/28/1993;4.89
7/29/1993;4.94
7/30/1993;4.62
8/2/1993;4.55
8/3/1993;4.56
8/4/1993;4.56
8/5/1993;4.67
8/6/1993;4.58
8/9/1993;4.56
8/10/1993;4.44
8/11/1993;4.52
8/12/1993;4.62
8/13/1993;4.7
8/16/1993;4.86
8/17/1993;4.83
8/18/1993;4.83
8/19/1993;4.64
8/20/1993;4.77
8/23/1993;4.81
8/24/1993;4.74
8/25/1993;4.64
8/26/1993;4.51
8/27/1993;4.49
8/30/1993;4.54
8/31/1993;4.7
9/1/1993;4.8
9/2/1993;4.79
9/3/1993;4.73
9/6/1993;4.73
9/7/1993;4.67
9/8/1993;4.66
9/9/1993;4.77
9/10/1993;4.87
9/13/1993;4.77
9/14/1993;4.7
9/15/1993;4.78
9/16/1993;4.75
9/17/1993;4.75
9/20/1993;4.73
9/21/1993;4.75
9/22/1993;4.83
9/23/1993;4.92
9/24/1993;5
9/27/1993;5.14
9/28/1993;5.25
9/29/1993;5.19
9/30/1993;5.16
10/1/1993;5.12
10/4/1993;5.16
10/5/1993;5.2
10/6/1993;5.3
10/7/1993;5.26
10/8/1993;5.28
10/11/1993;5.25
10/12/1993;5.27
10/13/1993;5.2
10/14/1993;5.13
10/15/1993;5.05
10/18/1993;5.19
10/19/1993;5.02
10/20/1993;5.06
10/21/1993;4.97
10/22/1993;5.02
10/25/1993;5.03
10/26/1993;4.97
10/27/1993;4.99
10/28/1993;4.94
10/29/1993;5.01
11/1/1993;5.05
11/2/1993;5.02
11/3/1993;4.91
11/4/1993;4.78
11/5/1993;4.92
11/8/1993;4.91
11/9/1993;4.89
11/10/1993;5.09
11/11/1993;5.1
11/12/1993;5.12
11/15/1993;5.03
11/16/1993;5.14
11/17/1993;5.05
11/18/1993;5.02
11/19/1993;5.01
11/22/1993;4.81
11/23/1993;4.84
11/24/1993;4.92
11/25/1993;4.92
11/26/1993;4.94
11/29/1993;4.97
11/30/1993;5
12/1/1993;5.09
12/2/1993;5.18
12/3/1993;5.36
12/6/1993;5.3
12/7/1993;5.34
12/8/1993;5.22
12/9/1993;5.07
12/10/1993;5.12
12/13/1993;5.09
12/14/1993;5
12/15/1993;4.98
12/16/1993;5
12/17/1993;5.03
12/20/1993;5.12
12/21/1993;5.16
12/22/1993;5.07
12/23/1993;5.05
12/24/1993;5.05
12/27/1993;5.03
12/28/1993;5.17
12/29/1993;5.09
12/30/1993;5.08
12/31/1993;5.04
1/3/1994;5.01
1/4/1994;5.03
1/5/1994;5.14
1/6/1994;5.29
1/7/1994;5.33
1/10/1994;5.36
1/11/1994;5.33
1/12/1994;5.34
1/13/1994;5.34
1/14/1994;5.35
1/17/1994;5.3
1/18/1994;5.29
1/19/1994;5.2
1/20/1994;5.39
1/21/1994;5.39
1/24/1994;5.33
1/25/1994;5.32
1/26/1994;5.27
1/27/1994;5.27
1/28/1994;5.3
1/31/1994;5.32
2/1/1994;5.32
2/2/1994;5.25
2/3/1994;5.28
2/4/1994;5.08
2/7/1994;5.05
2/8/1994;4.92
2/9/1994;4.98
2/10/1994;4.96
2/11/1994;4.92
2/14/1994;4.95
2/15/1994;4.98
2/16/1994;4.92
2/17/1994;4.91
2/18/1994;5
2/21/1994;5
2/22/1994;4.97
2/23/1994;5.06
2/24/1994;4.99
2/25/1994;5.06
2/28/1994;5.16
3/1/1994;5.2
3/2/1994;5.17
3/3/1994;5.06
3/4/1994;5.06
3/7/1994;5.08
3/8/1994;5.06
3/9/1994;5.05
3/10/1994;5.05
3/11/1994;5.11
3/14/1994;5.24
3/15/1994;5.3
3/16/1994;5.3
3/17/1994;5.28
3/18/1994;5.3
3/21/1994;5.2
3/22/1994;5.3
3/23/1994;5.39
3/24/1994;5.45
3/25/1994;5.47
3/28/1994;5.4
3/29/1994;5.16
3/30/1994;5.23
3/31/1994;5.3
4/1/1994;5.3
4/4/1994;5.28
4/5/1994;5.48
4/6/1994;5.56
4/7/1994;5.61
4/8/1994;5.44
4/11/1994;5.44
4/12/1994;5.3
4/13/1994;5.3
4/14/1994;5.26
4/15/1994;5.3
4/18/1994;5.19
4/19/1994;5.51
4/20/1994;5.59
4/21/1994;5.72
4/22/1994;5.73
4/25/1994;5.86
4/26/1994;5.93
4/27/1994;5.93
4/28/1994;5.76
4/29/1994;5.78
5/2/1994;5.97
5/3/1994;5.84
5/4/1994;5.95
5/5/1994;5.9
5/6/1994;5.77
5/9/1994;5.77
5/10/1994;5.87
5/11/1994;5.84
5/12/1994;5.91
5/13/1994;6.03
5/16/1994;5.94
5/17/1994;5.91
5/18/1994;6.07
5/19/1994;6.15
5/20/1994;6.11
5/23/1994;6.32
5/24/1994;6.39
5/25/1994;6.56
5/26/1994;6.5
5/27/1994;6.55
5/30/1994;6.55
5/31/1994;6.72
6/1/1994;6.62
6/2/1994;6.53
6/3/1994;6.61
6/6/1994;6.81
6/7/1994;6.7
6/8/1994;6.5
6/9/1994;6.53
6/10/1994;6.57
6/13/1994;6.61
6/14/1994;6.7
6/15/1994;6.78
6/16/1994;6.7
6/17/1994;6.62
6/20/1994;6.69
6/21/1994;6.58
6/22/1994;6.44
6/23/1994;6.27
6/24/1994;6.19
6/27/1994;6.48
6/28/1994;6.41
6/29/1994;6.42
6/30/1994;6.45
7/1/1994;6.28
7/4/1994;6.28
7/5/1994;6.14
7/6/1994;6.04
7/7/1994;6.3
7/8/1994;6.19
7/11/1994;6.05
7/12/1994;6
7/13/1994;6.19
7/14/1994;6.09
7/15/1994;6.08
7/18/1994;6.31
7/19/1994;6.27
7/20/1994;6.05
7/21/1994;5.97
7/22/1994;6.32
7/25/1994;6.4
7/26/1994;6.3
7/27/1994;6.19
7/28/1994;6.19
7/29/1994;6.44
8/1/1994;6.67
8/2/1994;6.6
8/3/1994;6.67
8/4/1994;6.59
8/5/1994;6.56
8/8/1994;6.62
8/9/1994;6.69
8/10/1994;6.77
8/11/1994;6.91
8/12/1994;6.91
8/15/1994;6.8
8/16/1994;6.86
8/17/1994;6.98
8/18/1994;6.94
8/19/1994;6.86
8/22/1994;6.83
8/23/1994;6.94
8/24/1994;6.97
8/25/1994;7.02
8/26/1994;7.11
8/29/1994;7.13
8/30/1994;7.3
8/31/1994;7.27
9/1/1994;7.02
9/2/1994;7
9/5/1994;7
9/6/1994;7
9/7/1994;7.16
9/8/1994;7.24
9/9/1994;7.11
9/12/1994;7.02
9/13/1994;7.2
9/14/1994;7.2
9/15/1994;7.28
9/16/1994;7.11
9/19/1994;7.11
9/20/1994;7
9/21/1994;7.16
9/22/1994;7.12
9/23/1994;7
9/26/1994;6.95
9/27/1994;7.06
9/28/1994;7.12
9/29/1994;7.06
9/30/1994;7.02
10/3/1994;6.98
10/4/1994;6.87
10/5/1994;6.94
10/6/1994;6.81
10/7/1994;6.8
10/10/1994;6.84
10/11/1994;6.98
10/12/1994;7.03
10/13/1994;7.16
10/14/1994;6.99
10/17/1994;6.89
10/18/1994;7.08
10/19/1994;7.2
10/20/1994;7.45
10/21/1994;7.42
10/24/1994;7.36
10/25/1994;7.46
10/26/1994;7.62
10/27/1994;7.7
10/28/1994;7.77
10/31/1994;7.87
11/1/1994;7.84
11/2/1994;7.87
11/3/1994;7.83
11/4/1994;7.69
11/7/1994;7.73
11/8/1994;7.95
11/9/1994;7.97
11/10/1994;7.96
11/11/1994;7.78
11/14/1994;8.06
11/15/1994;8.07
11/16/1994;8.08
11/17/1994;8.03
11/18/1994;8.02
11/21/1994;7.94
11/22/1994;7.75
11/23/1994;7.69
11/24/1994;7.69
11/25/1994;7.78
11/28/1994;7.92
11/29/1994;8.02
11/30/1994;7.86
12/1/1994;7.82
12/2/1994;7.91
12/5/1994;7.91
12/6/1994;7.92
12/7/1994;7.87
12/8/1994;7.81
12/9/1994;7.89
12/12/1994;7.89
12/13/1994;7.84
12/14/1994;7.91
12/15/1994;7.94
12/16/1994;7.92
12/19/1994;7.83
12/20/1994;7.48
12/21/1994;7.69
12/22/1994;7.58
12/23/1994;7.61
12/26/1994;7.61
12/27/1994;7.59
12/28/1994;7.62
12/29/1994;7.73
12/30/1994;7.64
1/2/1995;7.64
1/3/1995;7.52
1/4/1995;7.58
1/5/1995;7.45
1/6/1995;7.58
1/9/1995;7.53
1/10/1995;7.62
1/11/1995;7.67
1/12/1995;7.66
1/13/1995;7.84
1/16/1995;8.02
1/17/1995;8.08
1/18/1995;8.13
1/19/1995;7.94
1/20/1995;7.7
1/23/1995;7.85
1/24/1995;7.75
1/25/1995;7.72
1/26/1995;7.48
1/27/1995;7.48
1/30/1995;7.37
1/31/1995;7.42
2/1/1995;7.39
2/2/1995;7.37
2/3/1995;7.52
2/6/1995;7.61
2/7/1995;7.62
2/8/1995;7.73
2/9/1995;7.73
2/10/1995;7.75
2/13/1995;7.75
2/14/1995;7.73
2/15/1995;7.59
2/16/1995;7.61
2/17/1995;7.55
2/20/1995;7.55
2/21/1995;7.47
2/22/1995;7.69
2/23/1995;7.7
2/24/1995;7.66
2/27/1995;7.72
2/28/1995;7.87
3/1/1995;7.91
3/2/1995;7.97
3/3/1995;7.95
3/6/1995;8.04
3/7/1995;8.17
3/8/1995;8.56
3/9/1995;8.48
3/10/1995;8.57
3/13/1995;8.62
3/14/1995;8.97
3/15/1995;8.81
3/16/1995;8.77
3/17/1995;8.74
3/20/1995;8.89
3/21/1995;8.8
3/22/1995;8.87
3/23/1995;9.09
3/24/1995;9.23
3/27/1995;9.12
3/28/1995;9.2
3/29/1995;9.03
3/30/1995;9.02
3/31/1995;8.89
4/3/1995;8.75
4/4/1995;8.73
4/5/1995;8.83
4/6/1995;8.75
4/7/1995;8.7
4/10/1995;8.87
4/11/1995;9.02
4/12/1995;8.95
4/13/1995;9.06
4/14/1995;9.06
4/17/1995;9.67
4/18/1995;9.59
4/19/1995;9.52
4/20/1995;9.41
4/21/1995;9.37
4/24/1995;9.72
4/25/1995;10
4/26/1995;9.95
4/27/1995;9.83
4/28/1995;10.22
5/1/1995;10.27
5/2/1995;9.95
5/3/1995;10.11
5/4/1995;10.19
5/5/1995;10
5/8/1995;9.98
5/9/1995;9.98
5/10/1995;9.91
5/11/1995;10.17
5/12/1995;10.09
5/15/1995;10.16
5/16/1995;10.61
5/17/1995;10.75
5/18/1995;10.58
5/19/1995;10.67
5/22/1995;10.91
5/23/1995;11.06
5/24/1995;10.94
5/25/1995;11.16
5/26/1995;10.94
5/29/1995;10.94
5/30/1995;10.37
5/31/1995;10.59
6/1/1995;10.52
6/2/1995;10.39
6/5/1995;10.59
6/6/1995;10.39
6/7/1995;10.5
6/8/1995;10.52
6/9/1995;10.61
6/12/1995;10.47
6/13/1995;10.48
6/14/1995;10.48
6/15/1995;10.61
6/16/1995;10.87
6/19/1995;11.23
6/20/1995;11.42
6/21/1995;11.31
6/22/1995;11.48
6/23/1995;11.39
6/26/1995;11.22
6/27/1995;10.86
6/28/1995;10.98
6/29/1995;11.17
6/30/1995;11.3
7/3/1995;11.37
7/4/1995;11.37
7/5/1995;11.34
7/6/1995;11.59
7/7/1995;11.95
7/10/1995;12.36
7/11/1995;12.06
7/12/1995;12.48
7/13/1995;12.52
7/14/1995;12.95
7/17/1995;13.62
7/18/1995;12.73
7/19/1995;11.81
7/20/1995;12.02
7/21/1995;11.5
7/24/1995;11.7
7/25/1995;12.05
7/26/1995;12
7/27/1995;12.06
7/28/1995;11.58
7/31/1995;11.31
8/1/1995;11.19
8/2/1995;11.12
8/3/1995;11.39
8/4/1995;11.73
8/7/1995;11.7
8/8/1995;11.69
8/9/1995;12.06
8/10/1995;11.77
8/11/1995;12.06
8/14/1995;12.34
8/15/1995;12.3
8/16/1995;12.34
8/17/1995;12.39
8/18/1995;12.14
8/21/1995;11.81
8/22/1995;12.41
8/23/1995;12.23
8/24/1995;12.02
8/25/1995;11.8
8/28/1995;11.26
8/29/1995;11.48
8/30/1995;11.66
8/31/1995;11.56
9/1/1995;11.22
9/4/1995;11.22
9/5/1995;11.87
9/6/1995;11.69
9/7/1995;11.83
9/8/1995;11.94
9/11/1995;12.2
9/12/1995;12.03
9/13/1995;12.02
9/14/1995;11.86
9/15/1995;11.68
9/18/1995;11.5
9/19/1995;11.66
9/20/1995;11.64
9/21/1995;11.33
9/22/1995;11.22
9/25/1995;11.28
9/26/1995;11.03
9/27/1995;11.08
9/28/1995;11.44
9/29/1995;11.31
10/2/1995;11.03
10/3/1995;11.11
10/4/1995;10.77
10/5/1995;10.94
10/6/1995;10.73
10/9/1995;10.39
10/10/1995;10.47
10/11/1995;10.83
10/12/1995;10.95
10/13/1995;10.78
10/16/1995;10.84
10/17/1995;11.39
10/18/1995;11.95
10/19/1995;12.09
10/20/1995;11.94
10/23/1995;12.05
10/24/1995;12.19
10/25/1995;11.98
10/26/1995;12.25
10/27/1995;12.5
10/30/1995;12.84
10/31/1995;12.5
11/1/1995;12.3
11/2/1995;12.5
11/3/1995;12.44
11/6/1995;12.17
11/7/1995;11.62
11/8/1995;11.91
11/9/1995;12.37
11/10/1995;12.11
11/13/1995;12.04
11/14/1995;11.75
11/15/1995;11.75
11/16/1995;11.23
11/17/1995;10.92
11/20/1995;10.75
11/21/1995;11
11/22/1995;10.92
11/23/1995;10.92
11/24/1995;11
11/27/1995;10.91
11/28/1995;11.44
11/29/1995;11.22
11/30/1995;10.89
12/1/1995;10.78
12/4/1995;10.98
12/5/1995;10.75
12/6/1995;11.33
12/7/1995;11.31
12/8/1995;11.81
12/11/1995;11.64
12/12/1995;11.42
12/13/1995;11.47
12/14/1995;11.09
12/15/1995;11.05
12/18/1995;10.87
12/19/1995;11.36
12/20/1995;10.89
12/21/1995;11.25
12/22/1995;11.31
12/25/1995;11.31
12/26/1995;11.28
12/27/1995;11.11
12/28/1995;10.92
12/29/1995;10.97
1/1/1996;10.97
1/2/1996;11.22
1/3/1996;10.86
1/4/1996;10.92
1/5/1996;10.8
1/8/1996;10.78
1/9/1996;10.02
1/10/1996;10.3
1/11/1996;10.83
1/12/1996;10.72
1/15/1996;10.31
1/16/1996;10.8
1/17/1996;10.61
1/18/1996;10.95
1/19/1996;11.48
1/22/1996;11.5
1/23/1996;11.19
1/24/1996;11.41
1/25/1996;11.17
1/26/1996;11.31
1/29/1996;11.3
1/30/1996;11.35
1/31/1996;11.56
2/1/1996;11.77
2/2/1996;11.62
2/5/1996;12.14
2/6/1996;12.06
2/7/1996;12.11
2/8/1996;12.36
2/9/1996;12.52
2/12/1996;12.44
2/13/1996;12.45
2/14/1996;12.34
2/15/1996;12.31
2/16/1996;12.23
2/19/1996;12.23
2/20/1996;12.22
2/21/1996;12.48
2/22/1996;12.81
2/23/1996;12.94
2/26/1996;12.58
2/27/1996;12.52
2/28/1996;12.52
2/29/1996;12.34
3/1/1996;11.94
3/4/1996;12.03
3/5/1996;12.27
3/6/1996;12.12
3/7/1996;12.16
3/8/1996;11.89
3/11/1996;12.06
3/12/1996;11.97
3/13/1996;12.61
3/14/1996;12.45
3/15/1996;12.8
3/18/1996;13.16
3/19/1996;13.36
3/20/1996;13.08
3/21/1996;12.59
3/22/1996;12.64
3/25/1996;12.48
3/26/1996;12.84
